0 45.1022 59.8666
1 44.0126 53.7095
2 35.9487 49.7651
3 35.358 45.7706
4 33.6402 41.8968
5 31.3489 39.8543
6 29.4608 37.9308
7 29.4608 34.678
8 28.245 31.8449
9 25.7302 31.4668
10 25.7302 30.007
11 25.5875 29.0502
12 25.5875 28.047
13 25.5875 28.0118
14 25.3259 27.4607
15 25.3259 27.4238
16 24.8404 25.8699
17 24.7804 25.6631
18 23.9916 25.0769
19 23.5062 24.5179
20 23.116 24.2339
21 23.0223 23.9763
22 23.0223 24.0661
23 23.0223 23.6328
24 23.0223 23.2354
25 22.7715 23.0173
26 22.7715 22.9919
27 22.7715 22.9267
28 22.5618 22.7653
29 22.5618 22.7312
30 21.9858 22.6251
31 21.5035 22.2594
32 21.5035 22.0563
33 21.5035 21.7605
34 21.5035 21.6831
35 21.5035 21.5168
36 21.4362 21.5021
37 21.0981 21.4746
38 20.7401 21.3585
39 20.2574 21.0678
40 20.2858 20.9046
41 19.4117 20.7087
42 15.7203 20.2456
43 15.7203 19.8637
44 15.7203 19.2271
45 15.7203 19.1702
46 15.5785 18.7221
47 15.5785 17.9431
48 15.386 16.9304
49 15.386 16.0058
50 14.7055 15.4705
51 14.6933 15.4162
52 14.633 14.9774
53 14.633 14.792
54 14.633 14.6827
55 13.9448 14.64
56 13.9448 14.5427
57 13.9448 14.3818
58 13.9448 14.1713
59 13.9448 14.0398
60 13.9448 13.9448
61 13.9448 13.9448
62 13.9448 13.9448
63 13.7326 13.9385
64 13.7326 13.9132
65 13.7326 13.8701
66 12.7729 13.6925
67 12.7729 13.4816
68 12.7729 13.2947
69 12.7729 13.4539
70 12.0164 13.4157
71 12.0164 14.0441
72 12.0164 12.6871
73 11.8052 12.3981
74 11.8052 12.0609
75 11.8052 11.9502
76 11.8052 11.8264
77 11.8052 11.9425
78 11.8052 11.8052
79 11.8052 11.8052
80 11.8052 11.8052
81 11.8052 11.8052
82 11.8052 11.8052
83 11.8052 11.8052
84 11.8052 11.8052
85 11.8052 11.8052
86 11.8052 11.8052
87 11.8052 11.8052
88 11.8052 11.8052
89 11.8052 11.8052
90 11.398 11.7971
91 11.398 11.7401
92 11.398 11.626
93 11.3495 11.4616
94 11.3495 11.4111
95 11.3495 11.3611
96 11.3495 11.3495
97 11.3495 11.3495
98 11.3495 11.3495
99 11.3495 11.3495
100 11.3495 11.3495
101 11.3495 11.3495
102 11.1312 11.3451
103 11.1312 11.3146
104 11.1312 11.2147
105 10.2144 11.1129
106 9.71496 11.1029
