   14.1429   16.9759    4.8942    3.2223         0         0         0         0
   20.0592   17.7816    2.7076    5.3223    5.9163    0.8057    2.1866    2.1000
   19.3930   14.8434    4.2192    5.7723    3.4801    2.9748    1.9694    1.2933
   20.3353   15.3653    3.5188    5.4227    2.6350    2.1673    1.5588    0.9791
   19.3295   15.3635    4.2488    5.8743    2.2754    1.6788    1.4109    0.8827
   18.3269   16.9526    4.1088    5.9031    2.1112    2.0986    1.1605    0.7213
   17.6309   17.0628    4.6694    5.4711    1.9152    1.7770    1.1297    0.7471
   17.4149   16.2415    5.5155    5.9416    1.6726    1.7444    1.2935    0.8000
   18.7249   15.4800    5.5721    6.4620    1.9728    1.7166    1.1422    0.8767
   17.7829   16.3969    5.3973    6.7751    2.0002    1.7883    1.0364    0.8443
   18.0749   15.8746    5.9512    6.3198    1.8327    1.6998    1.0889    0.8892
   17.3314   15.1608    5.8400    5.9577    1.8307    1.7080    1.0002    0.8888
   16.8379   15.0685    6.0398    6.0258    1.7549    1.5738    0.9415    0.8204
   16.7051   15.3340    5.8186    5.7006    1.6301    1.4811    0.8993    0.8263
   16.8017   14.7278    5.6814    5.6694    1.5206    1.5062    0.8484    0.7698
   16.6519   14.6668    5.6458    5.5549    1.4303    1.4103    0.7944    0.7292
   16.6129   14.5057    5.4526    5.3112    1.3441    1.3345    0.7708    0.7270
   17.3047   14.0677    5.5278    5.2458    1.4438    1.3322    0.7306    0.6885
   17.0019   14.1651    5.4872    5.0144    1.3988    1.2639    0.6923    0.6912
   17.0346   13.8059    5.3655    4.9930    1.3275    1.2517    0.6679    0.6561
   17.1874   13.9579    5.4895    5.0837    1.2719    1.2003    0.6473    0.6306
   17.0186   14.2059    5.4783    5.1101    1.2244    1.1710    0.6173    0.6018
   16.7543   14.2395    5.5750    5.5244    1.1994    1.1194    0.5977    0.7088
   16.8207   14.3737    5.5853    5.5801    1.1503    1.0801    0.5723    0.6809
   16.7978   14.1527    5.4285    5.5009    1.1035    1.0593    0.5709    0.6579
   16.8976   14.1796    5.2705    5.6428    1.0649    1.0181    0.5708    0.6478
   17.0978   14.2129    5.2044    5.5830    1.0441    0.9803    0.5532    0.6262
   16.9254   13.8907    5.2214    5.6124    1.0208    0.9980    0.5334    0.6041
   16.9225   14.4684    5.2748    5.6040    0.9850    1.1230    0.5174    0.5830
   17.0179   14.1485    5.3898    5.6351    0.9564    1.1311    0.5129    0.5641
   16.8751   14.0790    5.3820    5.6695    0.9359    1.0962    0.4962    0.5467
   16.7549   14.3108    5.4352    5.5248    0.9142    1.0864    0.4834    0.5488
   16.6748   14.3492    5.3767    5.4906    0.8896    1.0537    0.4721    0.5330
   16.6520   14.2543    5.3615    5.5653    0.8634    1.0266    0.4583    0.5224
   16.7218   14.4187    5.3891    5.6467    0.8413    1.0103    0.4458    0.5138
   16.6553   14.5453    5.4444    5.5061    0.8203    0.9900    0.4368    0.5187
