0 877.26 1005.27
1 833.289 934.749
2 785.628 898.438
3 785.628 862.168
4 710.984 836.312
5 701.117 815.388
6 696.197 799.077
7 696.197 779.817
8 694.618 751.402
9 694.618 736.499
10 669.613 724.291
11 669.613 721.091
12 662.919 712.685
13 662.919 710.049
14 662.919 708.396
15 661.442 687.679
16 658.704 681.269
17 647.786 675.97
18 647.637 670.851
19 640.127 665.429
20 637.087 656.317
21 613.062 649.663
22 584.111 638.914
23 571.205 626.148
24 571.205 610.154
25 542.124 605.152
26 541.764 590.506
27 521.353 568.962
28 495.186 551.358
29 495.186 536.975
30 493.963 526.902
31 486.771 511.246
32 485.615 508.045
33 485.593 497.382
34 485.593 489.89
35 485.593 488.599
36 473.253 487.473
37 472.781 486.451
38 456.326 483.731
39 456.326 480.835
40 456.326 480.203
41 454.217 468.161
42 433.285 465.707
43 432.853 455.511
44 432.853 451.034
45 432.853 443.12
46 422.598 434.279
47 422.598 431.93
48 422.598 430.481
49 421.451 427.714
50 421.451 423.756
51 417.201 423.8
52 417.201 423.065
53 409.687 424.445
54 409.687 421.71
55 409.687 418.084
56 409.687 415.29
57 409.687 414.213
58 409.687 410.938
59 409.687 409.981
60 409.687 409.687
61 407.847 409.669
62 402.647 409.484
63 400.807 408.215
64 393.805 405.7
65 393.805 401.846
66 389.107 398.428
67 389.107 395.415
68 389.107 392.364
69 389.107 390.37
70 389.107 389.16
71 388.133 389.097
72 383.435 388.557
73 382.419 386.284
74 382.419 384.219
75 382.419 383.09
76 382.419 382.643
77 382.419 382.45
78 382.419 382.419
79 382.419 382.419
80 382.419 382.419
81 382.419 382.419
82 377.975 382.375
83 377.975 382.15
84 376.838 381.027
85 373.19 380.573
86 373.448 380.897
87 371.163 379.567
88 367.68 379.909
89 367.68 379.006
90 367.68 376.671
91 367.68 376.617
92 367.68 374.638
93 364.985 371.806
94 364.469 368.542
95 364.469 367.498
96 364.469 367.22
97 364.469 366.811
98 363.628 365.62
99 360.682 365.327
100 360.682 364.059
101 360.682 363.37
102 360.682 362.159
103 360.682 361.44
104 360.682 360.682
105 360.682 360.682
106 360.682 360.682
107 360.682 360.682
108 360.682 360.682
109 359.908 360.667
110 359.908 360.582
111 359.908 360.38
112 359.908 360.047
113 359.908 359.908
114 359.908 359.908
115 359.908 359.908
116 359.908 359.908
117 359.908 359.908
118 357.145 359.88
119 357.145 359.659
120 357.145 358.803
121 357.145 357.825
122 354.056 357.1
123 355.741 357.131
