0	0	0
10000	0.00121425	0
20000	0.0022394	0.00102515
30000	0.000143239	0.00217812
40000	0.000521687	0.00158598
50000	0.00158312	0.00162352
60000	0.00189182	0.00136107
70000	0.00207757	0.00116522
80000	0.00189573	0.00102536
90000	0.00136663	0.0010477
100000	0.00143761	0.000939773
110000	0.00120434	0.000881482
120000	0.00100181	0.000829777
130000	0.00119756	0.000787986
140000	0.00117818	0.000729791
150000	0.000969557	0.000710709
160000	0.000628634	0.000747126
170000	0.00074851	0.000711967
180000	0.000626576	0.000682234
190000	0.000728416	0.000653315
200000	0.000840856	0.000629906
210000	0.000899324	0.000602006
220000	0.00085626	0.000575603
230000	0.000541668	0.000633622
240000	0.000632187	0.000613363
250000	0.000810814	0.000614837
260000	0.000757785	0.000593092
270000	0.00102984	0.00063223
280000	0.00121068	0.000635505
290000	0.0012159	0.000613222
300000	0.00114927	0.000596163
310000	0.00115563	0.000576647
320000	0.00104425	0.000569339
330000	0.000895219	0.000571586
340000	0.000811098	0.000560864
350000	0.000697701	0.000556284
360000	0.000752947	0.000543426
370000	0.000843589	0.000536251
380000	0.000837548	0.000521983
390000	0.000927067	0.000516244
400000	0.000890247	0.000504518
410000	0.000921302	0.000493038
420000	0.000948755	0.000481938
430000	0.000905455	0.000472585
440000	0.000779402	0.000478617
450000	0.000906427	0.000484797
460000	0.000869839	0.000475551
470000	0.000766905	0.000476572
480000	0.000610291	0.000492123
490000	0.000580154	0.000482916
500000	0.000599533	0.000473556
510000	0.000519316	0.000471058
520000	0.000529541	0.000462024
530000	0.000523971	0.000453257
540000	0.00042748	0.00045513
550000	0.000455775	0.000447673
560000	0.000468364	0.000439787
570000	0.000461443	0.000432058
580000	0.00045429	0.000424603
590000	0.000477798	0.000418006
600000	0.000453841	0.000411678
610000	0.000389707	0.000409921
620000	0.000353427	0.000404884
630000	0.000302973	0.000401587
640000	0.000273399	0.000396368
650000	0.000215875	0.000394439
660000	0.000220816	0.000388448
670000	0.000193375	0.000383589
680000	0.000247045	0.000381699
690000	0.00021809	0.000377239
700000	0.000281377	0.000377158
710000	0.000292327	0.00037197
720000	0.000305733	0.000367012
730000	0.000320422	0.000362247
740000	0.000334989	0.000357615
750000	0.000334408	0.000352815
760000	0.000323595	0.00034831
770000	0.00030772	0.000344123
780000	0.000290556	0.000340116
790000	0.000245765	0.000338757
800000	0.000256449	0.000334667
810000	0.000267861	0.000330706
820000	0.000230042	0.00032883
830000	0.000198254	0.000326396
840000	0.000160666	0.00032467
850000	0.000108836	0.000324987
860000	7.06235e-05	0.000323451
870000	0.000102384	0.000321286
880000	0.000100932	0.000317617
890000	0.000100153	0.000314029
900000	5.88804e-05	0.000313251
910000	0.000129317	0.000317696
920000	0.000126361	0.000314238
930000	9.79176e-05	0.000312139
940000	0.000106628	0.000308924
950000	0.000127046	0.000306336
960000	0.00018357	0.000308353
970000	0.000143861	0.00030773
980000	0.000144251	0.000304574
990000	0.000119269	0.000302515
1000000	0.00011437	0.000299515
