1	3.09023	0
2	3.17008	0.0798419
3	3.13431	0.0583431
4	3.12955	0.0415288
5	3.14735	0.0367632
6	3.15324	0.0305894
7	3.15032	0.0260166
8	3.1511	0.0225445
9	3.14349	0.021289
10	3.14701	0.0193631
11	3.14237	0.0181186
12	3.1348	0.0181885
13	3.13458	0.0167325
14	3.13299	0.0155724
15	3.13331	0.0145006
16	3.13297	0.0135682
17	3.13147	0.0128327
18	3.12998	0.0121904
19	3.12784	0.0117282
20	3.12596	0.0112841
21	3.12761	0.0108591
22	3.12838	0.0103827
23	3.12631	0.0101351
24	3.12557	0.00973202
25	3.12801	0.00965005
26	3.13118	0.00979643
27	3.13157	0.00943466
28	3.13203	0.00910347
29	3.13007	0.00900119
30	3.13065	0.00871564
31	3.12907	0.00857665
32	3.13037	0.00840498
33	3.13104	0.00817407
34	3.13066	0.00793904
35	3.13053	0.00771004
36	3.13269	0.00779733
37	3.13139	0.00769462
38	3.13247	0.00756747
39	3.13059	0.00760756
40	3.13144	0.00746341
41	3.12897	0.00768569
42	3.13059	0.00767302
43	3.1305	0.00749293
44	3.13107	0.00734279
45	3.13025	0.00722474
46	3.12953	0.00710296
47	3.13105	0.00711472
48	3.13177	0.00700193
49	3.13347	0.00706692
50	3.13346	0.00692415
51	3.13501	0.006961
52	3.13638	0.0069616
53	3.13752	0.0069239
54	3.13798	0.00681027
55	3.13858	0.00671152
56	3.13744	0.00668755
57	3.13848	0.00665157
58	3.13797	0.00655631
59	3.13898	0.00652394
60	3.13905	0.00641458
61	3.13901	0.00630866
62	3.1388	0.00620963
63	3.13956	0.00615748
64	3.13986	0.00606778
65	3.14066	0.00602697
66	3.14262	0.00625068
67	3.14349	0.00621809
68	3.14193	0.00632053
69	3.1421	0.00623055
70	3.14182	0.00614755
71	3.14137	0.00607646
72	3.14158	0.00599519
73	3.1422	0.00594477
74	3.14206	0.00586555
75	3.14311	0.00588082
76	3.14252	0.00583335
77	3.14245	0.00575742
78	3.14301	0.00571015
79	3.14378	0.0056902
80	3.14299	0.00567366
81	3.14282	0.00560587
82	3.14312	0.0055453
83	3.14361	0.00549986
84	3.14363	0.00543404
85	3.14369	0.00537005
86	3.1432	0.00532962
87	3.14302	0.00527131
88	3.14251	0.00523623
89	3.14232	0.00518039
90	3.14221	0.0051236
91	3.14196	0.00507331
92	3.14159	0.00503181
93	3.1416	0.00497743
94	3.14232	0.00497649
95	3.14247	0.00492612
96	3.14258	0.00487591
97	3.14243	0.00482774
98	3.14266	0.00478355
99	3.14226	0.00475134
100	3.1427	0.00472363
