0	0	0
10000	-6.95398e-05	0
20000	0.000468479	0.000538018
30000	0.000164957	0.000434297
40000	0.000138291	0.00030825
50000	0.000145618	0.000238881
60000	0.000417643	0.000334725
70000	0.000428629	0.000283108
80000	0.000359906	0.000254628
90000	0.000288731	0.00023557
100000	0.000207252	0.000225906
110000	0.000116317	0.00022366
120000	9.34056e-05	0.000205454
130000	0.000148031	0.000196727
140000	4.1933e-05	0.000210783
150000	0.000192345	0.000247244
160000	0.000180798	0.000231563
170000	0.000144643	0.0002205
180000	0.000128154	0.000208542
190000	9.72876e-05	0.000199662
200000	0.000170718	0.000203151
210000	0.000199385	0.00019535
220000	0.000183865	0.000186904
230000	0.00022172	0.000182561
240000	0.0002439	0.00017619
250000	0.000233239	0.000169332
260000	0.000196225	0.000166846
270000	0.000198432	0.000160563
280000	0.00020695	0.000154957
290000	0.000220858	0.000150164
300000	0.000284484	0.000158411
310000	0.000244217	0.000158419
320000	0.000203546	0.000158689
330000	0.000194899	0.000154048
340000	0.000195801	0.000149451
350000	0.000189051	0.000145275
360000	0.000211869	0.000143014
370000	0.000165621	0.000146582
380000	0.000144316	0.000144255
390000	0.00012467	0.000141874
400000	0.000113069	0.000138767
410000	9.29984e-05	0.000136821
420000	0.000101417	0.000133788
430000	0.000105576	0.000130706
440000	0.000101458	0.000127767
450000	8.91009e-05	0.000125506
460000	7.58568e-05	0.000123459
470000	5.14107e-05	0.000123253
480000	5.71618e-05	0.000120795
490000	5.99502e-05	0.000118337
500000	7.00117e-05	0.000116381
510000	6.02554e-05	0.000114493
520000	6.4589e-05	0.000112353
530000	5.05524e-05	0.000111103
540000	3.36441e-05	0.00011033
550000	5.73265e-05	0.000110864
560000	6.89081e-05	0.000109481
570000	5.25976e-05	0.000108773
580000	7.03175e-05	0.00010834
590000	6.60001e-05	0.000106575
600000	6.04296e-05	0.000104932
610000	7.01481e-05	0.000103654
620000	6.23337e-05	0.000102267
630000	5.50746e-05	0.000100892
640000	7.23066e-05	0.000100788
650000	8.29087e-05	9.97896e-05
660000	6.82515e-05	9.93531e-05
670000	6.55138e-05	9.78973e-05
680000	6.56253e-05	9.6447e-05
690000	6.61036e-05	9.50401e-05
700000	6.31508e-05	9.37191e-05
710000	5.31948e-05	9.29246e-05
720000	5.7177e-05	9.17114e-05
730000	4.18016e-05	9.17439e-05
740000	4.14182e-05	9.04964e-05
750000	5.03917e-05	8.97315e-05
760000	6.69145e-05	9.00714e-05
770000	7.08049e-05	8.8979e-05
780000	5.95076e-05	8.85544e-05
790000	5.61467e-05	8.74909e-05
800000	5.56294e-05	8.63919e-05
810000	4.13399e-05	8.6507e-05
820000	3.58955e-05	8.56188e-05
830000	3.88262e-05	8.46317e-05
840000	3.29828e-05	8.3822e-05
850000	3.80354e-05	8.2984e-05
860000	5.00145e-05	8.28836e-05
870000	4.22121e-05	8.22961e-05
880000	5.90688e-05	8.30835e-05
890000	7.34133e-05	8.33877e-05
900000	7.72594e-05	8.25456e-05
910000	7.13338e-05	8.18483e-05
920000	8.46461e-05	8.2041e-05
930000	6.8033e-05	8.2837e-05
940000	6.67698e-05	8.19608e-05
950000	6.10601e-05	8.12942e-05
960000	6.29128e-05	8.04643e-05
970000	7.34703e-05	8.03272e-05
980000	7.82737e-05	7.96483e-05
990000	7.57568e-05	7.88798e-05
1000000	7.22669e-05	7.8165e-05
