           1   -0.928856   -0.928856           0
           2   -0.932944     -0.9309    0.002044
           3   -0.945784   -0.935861  0.00509975
           4   -0.942576    -0.93754  0.00397764
           5   -0.924776   -0.934987  0.00400122
           6    -0.93396   -0.934816  0.00327147
           7   -0.933064   -0.934566   0.0027762
           8   -0.940616   -0.935322   0.0025204
           9   -0.931144   -0.934858  0.00227074
          10   -0.944256   -0.935798  0.00223792
          11   -0.931272   -0.935386  0.00206566
          12   -0.943888   -0.936095  0.00201439
          13    -0.93324   -0.935875  0.00186593
          14   -0.921336   -0.934837  0.00201564
          15   -0.931136    -0.93459  0.00189261
          16   -0.936136   -0.934686  0.00177301
          17   -0.946464   -0.935379   0.0018038
          18   -0.938696   -0.935564  0.00171059
          19   -0.934848   -0.935526   0.0016185
          20   -0.930464   -0.935273  0.00155616
          21   -0.941464   -0.935568  0.00150928
          22    -0.93148   -0.935382  0.00145098
          23   -0.927304   -0.935031  0.00143026
          24   -0.940584   -0.935262  0.00138878
          25   -0.922704    -0.93476  0.00142363
          26   -0.935336   -0.934782  0.00136796
          27   -0.933432   -0.934732  0.00131727
          28   -0.932208   -0.934642  0.00127255
          29   -0.924552   -0.934294  0.00127623
          30    -0.93896   -0.934449  0.00124272
          31   -0.936744   -0.934523  0.00120424
          32   -0.935352   -0.934549  0.00116629
          33   -0.942328   -0.934785  0.00115471
          34   -0.930208    -0.93465   0.0011283
          35   -0.937864   -0.934742  0.00109943
          36   -0.930328    -0.93462  0.00107546
          37   -0.926784   -0.934408  0.00106721
          38   -0.929496   -0.934279  0.00104676
          39   -0.935432   -0.934308     0.00102
          40   -0.936368    -0.93436 0.000995503
          41   -0.946224   -0.934649  0.00101312
          42   -0.925936   -0.934442  0.00101024
          43   -0.928296   -0.934299 0.000996764
          44   -0.938232   -0.934388 0.000977941
          45    -0.92916   -0.934272 0.000962995
          46   -0.937072   -0.934333 0.000943793
          47   -0.944896   -0.934557  0.00095045
          48   -0.943376   -0.934741 0.000948403
          49    -0.93392   -0.934724 0.000928997
          50   -0.931928   -0.934668 0.000911944
          51   -0.926896   -0.934516 0.000906783
          52   -0.939264   -0.934607 0.000893849
          53   -0.931536   -0.934549 0.000878735
          54    -0.92752   -0.934419 0.000872079
          55    -0.93676   -0.934462 0.000857133
          56   -0.941176   -0.934582 0.000850185
          57   -0.941288   -0.934699 0.000843383
          58   -0.936136   -0.934724 0.000829084
          59   -0.939656   -0.934808 0.000819187
          60     -0.9434   -0.934951  0.00081805
          61   -0.932624   -0.934913 0.000805432
          62   -0.940424   -0.935002 0.000797305
          63   -0.923824   -0.934824 0.000804359
          64   -0.939824   -0.934902 0.000795536
          65   -0.925224   -0.934753  0.00079723
          66   -0.937216   -0.934791 0.000785944
          67   -0.929768   -0.934716 0.000777746
          68    -0.93532   -0.934725 0.000766274
          69   -0.937592   -0.934766  0.00075623
          70   -0.921968   -0.934583 0.000767445
          71    -0.94456   -0.934724 0.000769497
          72   -0.933296   -0.934704 0.000758993
          73   -0.942216   -0.934807 0.000755564
          74   -0.938288   -0.934854 0.000746767
          75    -0.93672   -0.934879 0.000737163
          76   -0.942992   -0.934986  0.00073519
          77   -0.926104    -0.93487 0.000734691
          78   -0.927944   -0.934782 0.000730627
          79   -0.940792   -0.934858  0.00072532
          80   -0.937888   -0.934895 0.000717197
          81   -0.933968   -0.934884  0.00070838
          82   -0.939976   -0.934946 0.000702438
          83   -0.924912   -0.934825 0.000704376
          84   -0.924976   -0.934708 0.000705748
          85   -0.940744   -0.934779 0.000701002
          86   -0.930336   -0.934727 0.000694726
          87   -0.942776    -0.93482 0.000692898
          88   -0.930352   -0.934769 0.000686858
          89   -0.935456   -0.934777 0.000679141
          90   -0.929568   -0.934719 0.000674042
          91   -0.936936   -0.934743 0.000667038
          92   -0.938872   -0.934788 0.000661273
          93   -0.930752   -0.934745 0.000655562
          94   -0.934848   -0.934746 0.000648551
          95   -0.942432   -0.934827 0.000646768
          96   -0.923768   -0.934712  0.00065028
          97   -0.935408   -0.934719 0.000643582
          98   -0.934024   -0.934712  0.00063702
          99    -0.94476   -0.934813 0.000638669
         100   -0.951552   -0.934981 0.000654033
