           1	    0.833464	    0.833464	           0
           2	    0.674892	    0.754178	    0.079286
           3	     0.62866	    0.712339	   0.0620157
           4	       0.505	    0.660504	   0.0678956
           5	     0.73372	    0.675147	   0.0545922
           6	     0.65998	    0.672619	    0.044646
           7	    0.588332	    0.660578	   0.0396074
           8	    0.617856	    0.655238	   0.0347142
           9	      0.6988	    0.660078	   0.0309953
          10	    0.751152	    0.669186	   0.0291807
          11	    0.779124	     0.67918	   0.0282238
          12	    0.597272	    0.672354	   0.0266535
          13	    0.713064	    0.675486	   0.0247168
          14	     0.69436	    0.676834	    0.022923
          15	    0.748988	    0.681644	   0.0218756
          16	    0.818836	    0.690219	   0.0221866
          17	    0.652936	    0.688026	   0.0209557
          18	    0.631884	    0.684907	   0.0200019
          19	    0.861256	    0.694188	   0.0210739
          20	    0.561464	    0.687552	   0.0210651
          21	    0.873116	    0.696388	   0.0218989
          22	    0.587056	    0.691419	    0.021463
          23	    0.692504	    0.691466	   0.0205087
          24	    0.739044	    0.693448	   0.0197354
          25	    0.662824	    0.692223	   0.0189691
          26	    0.647924	     0.69052	   0.0183044
          27	    0.703656	    0.691006	   0.0176201
          28	     0.76648	    0.693702	   0.0171918
          29	    0.757256	    0.695893	   0.0167325
          30	    0.595332	    0.692541	   0.0165091
          31	     0.73238	    0.693826	   0.0160193
          32	    0.595512	    0.690754	   0.0158119
          33	    0.749892	    0.692546	   0.0154297
          34	    0.662592	    0.691665	   0.0149949
          35	      0.6806	    0.691349	   0.0145636
          36	    0.561456	    0.687741	    0.014606
          37	    0.544492	    0.683869	   0.0147239
          38	    0.613652	    0.682021	   0.0144498
          39	    0.704696	    0.682603	   0.0140864
          40	    0.740072	    0.684039	   0.0138047
          41	      0.5416	    0.680565	   0.0139048
          42	    0.605964	    0.678789	   0.0136855
          43	    0.690392	    0.679059	   0.0133661
          44	    0.751432	    0.680704	    0.013162
          45	    0.601168	    0.678936	    0.012987
          46	    0.688152	    0.679137	   0.0127031
          47	    0.552428	    0.676441	   0.0127189
          48	    0.658968	    0.676077	   0.0124564
          49	    0.669264	    0.675938	   0.0122004
          50	    0.543768	    0.673294	   0.0122427
          51	    0.457808	    0.669069	   0.0127223
          52	    0.601632	    0.667772	   0.0125425
          53	    0.760104	    0.669514	   0.0124263
          54	    0.732912	    0.670688	   0.0122504
          55	    0.571464	    0.668884	   0.0121602
          56	     0.61892	    0.667992	   0.0119743
          57	    0.742612	    0.669301	    0.011835
          58	    0.657828	    0.669103	   0.0116308
          59	     0.68714	    0.669409	   0.0114361
          60	    0.562912	    0.667634	   0.0113831
          61	    0.695348	    0.668088	   0.0112042
          62	    0.782004	    0.669926	   0.0111741
          63	    0.629876	     0.66929	   0.0110136
          64	    0.578404	     0.66787	   0.0109328
          65	    0.777852	    0.669562	   0.0108955
          66	    0.715204	    0.670254	   0.0107514
          67	    0.608184	    0.669327	   0.0106301
          68	     0.49006	    0.666691	   0.0107994
          69	    0.820376	    0.668918	   0.0108723
          70	    0.714756	    0.669573	   0.0107358
          71	    0.699472	    0.669994	   0.0105919
          72	    0.838796	    0.672339	   0.0107037
          73	    0.654672	    0.672097	   0.0105588
          74	    0.828552	    0.674211	   0.0106276
          75	    0.730088	    0.674956	   0.0105114
          76	      0.7133	     0.67546	   0.0103844
          77	    0.755468	    0.676499	   0.0103012
          78	    0.476736	    0.673938	   0.0104858
          79	    0.685576	    0.674086	   0.0103533
          80	    0.503804	    0.671957	   0.0104423
          81	    0.791348	    0.673431	   0.0104174
          82	    0.723776	    0.674045	   0.0103079
          83	    0.685232	     0.67418	   0.0101838
          84	    0.728944	    0.674832	   0.0100829
          85	       0.794	    0.676234	   0.0100618
          86	    0.696196	    0.676466	  0.00994678
          87	    0.769632	    0.677537	  0.00988993
          88	    0.562088	    0.676225	  0.00986453
          89	    0.502412	    0.674272	  0.00994667
          90	     0.67184	    0.674245	  0.00983557
          91	    0.587208	    0.673288	  0.00977379
          92	    0.686148	    0.673428	  0.00966798
          93	    0.752668	     0.67428	  0.00960134
          94	    0.464596	     0.67205	  0.00975706
          95	    0.651224	     0.67183	   0.0096563
          96	     0.64414	    0.671542	  0.00955954
          97	    0.688652	    0.671718	  0.00946212
          98	    0.704336	    0.672051	  0.00937098
          99	    0.692144	    0.672254	  0.00927806
         100	    0.646308	    0.671995	  0.00918847
