           1     5.55927     5.55927           0
           2     5.80709     5.68318    0.123913
           3     5.95563       5.774    0.115611
           4     6.18342     5.87635    0.130995
           5     5.87373     5.87583    0.101469
           6      5.0845     5.74394    0.155751
           7     5.17276     5.66234    0.154873
           8     5.82012     5.68206    0.135566
           9     5.66743     5.68044    0.119569
          10     5.59286     5.67168    0.107304
          11     4.99889     5.61052    0.114724
          12     5.54625     5.60516    0.104865
          13     5.30428     5.58202   0.0991995
          14     5.32541     5.56369    0.093652
          15     6.05765     5.59662   0.0931972
          16     5.43656     5.58661   0.0877501
          17     5.21509     5.56476   0.0852748
          18     5.15616     5.54206   0.0835411
          19     5.45829     5.53765   0.0791448
          20     6.21381     5.57146   0.0823438
          21     5.52393      5.5692   0.0783572
          22     5.50361     5.56621   0.0747701
          23     5.28661     5.55406   0.0724722
          24     5.51553     5.55245   0.0694054
          25     5.77015     5.56116   0.0671384
          26     5.93201     5.57542   0.0660627
          27      5.7328     5.58125   0.0638355
          28     5.50449     5.57851   0.0615745
          29     5.97137     5.59206   0.0609382
          30     6.01416     5.60613   0.0605299
          31     5.82607     5.61322   0.0589731
          32      5.4325     5.60758    0.057379
          33     5.62484      5.6081   0.0556156
          34      5.8834      5.6162   0.0545592
          35     5.57015     5.61488   0.0529938
          36     5.70456     5.61737   0.0515609
          37     5.62935      5.6177   0.0501491
          38     5.44551     5.61316   0.0490214
          39     5.46397     5.60934   0.0479009
          40     5.70213     5.61166   0.0467456
          41     5.54924     5.61014   0.0456166
          42     5.31753     5.60317   0.0450591
          43     5.09696      5.5914   0.0455464
          44      5.6035     5.59167   0.0445001
          45     5.95684     5.59979   0.0442504
          46     5.47921     5.59717   0.0433571
          47     5.63338     5.59794   0.0424315
          48     5.39918      5.5938    0.041744
          49     5.68853     5.59573   0.0409289
          50     5.73869     5.59859   0.0402038
          51     5.26772      5.5921    0.039938
          52     5.61412     5.59252   0.0391648
          53     5.42756     5.58941   0.0385446
          54     5.34719     5.58493   0.0380891
          55     5.43033     5.58211   0.0374957
          56     5.26607     5.57647     0.03725
          57     6.01668     5.58419   0.0373968
          58     5.81372     5.58815   0.0369589
          59     5.44983     5.58581   0.0364026
          60     5.59053     5.58589   0.0357909
          61     5.78108     5.58909   0.0353444
          62     5.52684     5.58808   0.0347842
          63     5.22571     5.58233   0.0347075
          64     5.88443     5.58705   0.0344855
          65     5.74524     5.58948   0.0340379
          66     5.92737      5.5946   0.0339069
          67     5.33414     5.59072   0.0336225
          68     5.58764     5.59067   0.0331244
          69     5.02559     5.58248   0.0336525
          70     5.30345     5.57849    0.033407
          71     5.28458     5.57435   0.0331922
          72      5.1514     5.56848    0.033251
          73       5.627     5.56928   0.0328022
          74     5.93504     5.57422   0.0327312
          75     5.90736     5.57867   0.0325959
          76     5.50775     5.57773   0.0321777
          77     5.43177     5.57584   0.0318136
          78     5.44633     5.57418   0.0314469
          79     5.58061     5.57426   0.0310464
          80     5.52793     5.57368   0.0306613
          81     6.22329      5.5817   0.0313245
          82     5.79415     5.58429   0.0310484
          83     5.15141     5.57908   0.0311123
          84     5.25069     5.57517   0.0309873
          85     5.44733     5.57366   0.0306575
          86     5.39625      5.5716    0.030369
          87     5.73595     5.57349   0.0300773
          88     5.80212     5.57609   0.0298468
          89     6.21023     5.58321   0.0303576
          90      5.2455     5.57946    0.030252
          91     5.45498     5.57809    0.029949
          92     5.64313      5.5788   0.0296301
          93     5.41086     5.57699   0.0293654
          94     5.71431     5.57845    0.029088
          95     5.88015     5.58163   0.0289548
          96     5.51246     5.58091   0.0286607
          97     6.06788     5.58593   0.0288046
          98     5.71488     5.58724   0.0285395
          99     5.63301     5.58771   0.0282535
         100     5.53737      5.5872   0.0279741
