           1	    0.193048	    0.193048	           0
           2	    0.194244	    0.193646	    0.000598
           3	    0.157716	    0.181669	   0.0119816
           4	    0.233168	    0.194544	   0.0154122
           5	    0.165256	    0.188686	   0.0132979
           6	    0.218356	    0.193631	   0.0119307
           7	    0.171504	     0.19047	   0.0105672
           8	    0.206356	    0.192456	  0.00936438
           9	    0.217608	    0.195251	  0.00871864
          10	     0.22402	    0.198128	  0.00831195
          11	    0.175392	    0.196061	  0.00779737
          12	    0.232092	    0.199063	  0.00772538
          13	     0.22348	    0.200942	  0.00735033
          14	    0.216504	    0.202053	  0.00689527
          15	    0.141612	    0.198024	  0.00757903
          16	     0.19974	    0.198131	  0.00709034
          17	    0.220852	    0.199468	    0.006793
          18	    0.206292	    0.199847	  0.00641571
          19	    0.136352	    0.196505	  0.00692794
          20	     0.20764	    0.197062	  0.00659596
          21	    0.247216	     0.19945	  0.00671321
          22	      0.2111	    0.199979	  0.00642266
          23	    0.253256	    0.202296	  0.00655966
          24	    0.198248	    0.202127	  0.00628266
          25	    0.140636	    0.199668	  0.00650876
          26	    0.235368	    0.201041	  0.00640239
          27	    0.218032	     0.20167	  0.00619276
          28	    0.167156	    0.200437	  0.00609347
          29	    0.199616	    0.200409	  0.00587967
          30	    0.197736	     0.20032	    0.005681
          31	     0.18024	    0.199672	  0.00553273
          32	    0.243492	    0.201042	  0.00552929
          33	      0.1931	    0.200801	  0.00536452
          34	    0.193512	    0.200586	  0.00520876
          35	    0.171028	    0.199742	  0.00512778
          36	    0.224328	    0.200425	  0.00502988
          37	      0.1927	    0.200216	   0.0048965
          38	    0.187652	    0.199885	  0.00477736
          39	    0.214956	    0.200272	  0.00466927
          40	    0.228424	    0.200976	  0.00460514
          41	    0.235012	    0.201806	  0.00456749
          42	    0.157436	    0.200749	  0.00458089
          43	    0.191056	    0.200524	  0.00447877
          44	    0.158612	    0.199571	  0.00447827
          45	    0.212128	     0.19985	  0.00438651
          46	    0.176472	    0.199342	  0.00432009
          47	     0.17446	    0.198813	   0.0042602
          48	    0.245172	    0.199779	  0.00428087
          49	    0.225976	    0.200313	  0.00422655
          50	    0.163052	    0.199568	  0.00420767
          51	     0.24452	    0.200449	  0.00421747
          52	    0.223552	    0.200894	  0.00415937
          53	    0.165548	    0.200227	  0.00413428
          54	    0.215484	    0.200509	  0.00406682
          55	     0.18266	    0.200185	  0.00400537
          56	    0.191016	    0.200021	   0.0039366
          57	     0.18934	    0.199834	  0.00387146
          58	    0.189984	    0.199664	  0.00380791
          59	    0.236372	    0.200286	  0.00379417
          60	    0.213508	    0.200506	   0.0037369
          61	    0.212484	    0.200703	  0.00368037
          62	     0.21232	     0.20089	  0.00362537
          63	    0.224664	    0.201268	  0.00358726
          64	    0.226796	    0.201666	  0.00355323
          65	     0.23354	    0.202157	  0.00353234
          66	    0.178676	    0.201801	  0.00349655
          67	    0.184132	    0.201537	  0.00345405
          68	    0.162344	    0.200961	  0.00345135
          69	    0.153532	    0.200274	  0.00346973
          70	    0.197284	    0.200231	  0.00342007
          71	    0.198484	    0.200206	  0.00337164
          72	     0.21168	    0.200366	   0.0033283
          73	    0.212776	    0.200536	  0.00328679
          74	     0.17142	    0.200142	  0.00326586
          75	    0.170724	     0.19975	  0.00324581
          76	    0.193812	    0.199672	  0.00320377
          77	      0.2503	    0.200329	  0.00322953
          78	     0.21038	    0.200458	  0.00319046
          79	    0.219132	    0.200695	  0.00315867
          80	    0.204124	    0.200737	  0.00311923
          81	    0.155448	    0.200178	  0.00313081
          82	    0.169756	    0.199807	  0.00311457
          83	    0.228544	    0.200153	  0.00309624
          84	    0.207304	    0.200239	  0.00306034
          85	      0.1967	    0.200197	  0.00302441
          86	    0.224092	    0.200475	  0.00300192
          87	    0.196888	    0.200434	   0.0029675
          88	    0.172564	    0.200117	  0.00295063
          89	    0.180748	    0.199899	  0.00292539
          90	    0.161948	    0.199478	  0.00292328
          91	    0.208708	    0.199579	  0.00289276
          92	    0.194928	    0.199528	  0.00286159
          93	    0.163812	    0.199144	  0.00285659
          94	    0.209724	    0.199257	  0.00282827
          95	     0.17254	    0.198976	  0.00281244
          96	     0.18222	    0.198801	  0.00278846
          97	    0.191536	    0.198726	  0.00276058
          98	    0.199724	    0.198736	  0.00273228
          99	    0.239824	    0.199152	   0.0027362
         100	     0.20628	    0.199223	  0.00270964
