           1   -0.461072   -0.461072           0
           2   -0.464176   -0.462624    0.001552
           3   -0.461696   -0.462315 0.000947939
           4    -0.45804   -0.461246  0.00126148
           5   -0.459968    -0.46099  0.00101002
           6   -0.462968    -0.46132 0.000888103
           7   -0.462848   -0.461538 0.000781681
           8    -0.46156   -0.461541 0.000676961
           9   -0.465184   -0.461946 0.000721306
          10   -0.461416   -0.461893 0.000647327
          11   -0.461584   -0.461865 0.000586202
          12   -0.461976   -0.461874 0.000535207
          13   -0.463024   -0.461962 0.000500203
          14   -0.464712   -0.462159 0.000503022
          15    -0.46508   -0.462354 0.000507167
          16   -0.463104   -0.462401 0.000476724
          17    -0.46172    -0.46236  0.00044959
          18   -0.463656   -0.462432 0.000429945
          19   -0.460896   -0.462352 0.000414648
          20    -0.46016   -0.462242 0.000408347
          21   -0.464752   -0.462362  0.00040639
          22    -0.46128   -0.462312 0.000390584
          23   -0.461968   -0.462297 0.000373516
          24    -0.46288   -0.462322 0.000358437
          25   -0.463872   -0.462384 0.000349349
          26   -0.460248   -0.462302 0.000345549
          27   -0.462696   -0.462316 0.000332825
          28   -0.463816    -0.46237 0.000325161
          29   -0.460544   -0.462307 0.000320002
          30   -0.462344   -0.462308 0.000309154
          31   -0.461064   -0.462268 0.000301696
          32    -0.46408   -0.462325 0.000297554
          33   -0.463512    -0.46236 0.000290633
          34    -0.46196   -0.462349 0.000282201
          35   -0.462984   -0.462367  0.00027462
          36   -0.465104   -0.462443 0.000277502
          37    -0.46244   -0.462443 0.000269897
          38   -0.461152   -0.462409 0.000264886
          39   -0.460416   -0.462358 0.000263016
          40   -0.463432   -0.462385 0.000257759
          41    -0.46032   -0.462334 0.000256388
          42    -0.46404   -0.462375 0.000253483
          43   -0.463928   -0.462411  0.00025014
          44   -0.464152   -0.462451 0.000247571
          45   -0.458704   -0.462367 0.000255928
          46   -0.462944    -0.46238 0.000250616
          47   -0.463232   -0.462398 0.000245895
          48   -0.460944   -0.462368 0.000242616
          49   -0.459568   -0.462311 0.000244386
          50    -0.46292   -0.462323 0.000239759
          51   -0.460424   -0.462285 0.000237941
          52   -0.461024   -0.462261 0.000234578
          53    -0.46144   -0.462246 0.000230631
          54   -0.459136   -0.462188 0.000233531
          55   -0.464128   -0.462223 0.000231943
          56   -0.462304   -0.462225 0.000227768
          57   -0.464712   -0.462268 0.000227952
          58    -0.46116   -0.462249 0.000224801
          59   -0.459752   -0.462207 0.000224976
          60   -0.460424   -0.462177 0.000223182
          61   -0.464832   -0.462221 0.000223765
          62    -0.46288   -0.462231 0.000220383
          63   -0.462904   -0.462242  0.00021712
          64     -0.4614   -0.462229 0.000214105
          65   -0.462792   -0.462238 0.000210963
          66   -0.460472   -0.462211 0.000209458
          67   -0.461384   -0.462199 0.000206677
          68     -0.4638   -0.462222 0.000204972
          69   -0.461384    -0.46221 0.000202344
          70   -0.462024   -0.462207  0.00019945
          71   -0.460152   -0.462178 0.000198741
          72    -0.46388   -0.462202 0.000197381
          73   -0.463344   -0.462218 0.000195286
          74   -0.464008   -0.462242 0.000194142
          75   -0.461632   -0.462234 0.000191709
          76   -0.463896   -0.462256  0.00019043
          77    -0.46092   -0.462238 0.000188739
          78   -0.462464   -0.462241 0.000186326
          79   -0.459536   -0.462207 0.000187112
          80   -0.462328   -0.462208 0.000184765
          81   -0.463352   -0.462223 0.000183015
          82    -0.46272   -0.462229 0.000180871
          83   -0.462376    -0.46223 0.000178687
          84   -0.462152   -0.462229  0.00017655
          85   -0.465808   -0.462272 0.000179468
          86   -0.460464   -0.462251  0.00017861
          87    -0.46216   -0.462249 0.000176548
          88   -0.459072   -0.462213 0.000178227
          89    -0.46476   -0.462242 0.000178521
          90   -0.462248   -0.462242 0.000176526
          91   -0.462768   -0.462248 0.000174671
          92    -0.46156    -0.46224 0.000172924
          93   -0.460536   -0.462222 0.000172033
          94   -0.464384   -0.462245  0.00017174
          95   -0.462736    -0.46225 0.000170001
          96    -0.45948   -0.462221 0.000170678
          97   -0.461368   -0.462213 0.000169138
          98    -0.46148   -0.462205  0.00016757
          99   -0.460584   -0.462189 0.000166675
         100   -0.461936   -0.462186  0.00016502
