           1       -0.92       -0.92           0
           2       -0.92       -0.92           0
           3       -0.92       -0.92           0
           4       -0.92       -0.92           0
           5       -0.92       -0.92        -nan
           6       -0.92       -0.92           0
           7       -0.92       -0.92           0
           8       -0.92       -0.92           0
           9       -0.92       -0.92        -nan
          10       -0.92       -0.92        -nan
          11       -0.92       -0.92   3.332e-09
          12       -0.92       -0.92           0
          13       -0.92       -0.92        -nan
          14       -0.92       -0.92        -nan
          15       -0.92       -0.92        -nan
          16       -0.92       -0.92        -nan
          17       -0.92       -0.92        -nan
          18       -0.92       -0.92        -nan
          19       -0.92       -0.92        -nan
          20       -0.92       -0.92        -nan
          21       -0.92       -0.92        -nan
          22       -0.92       -0.92        -nan
          23       -0.92       -0.92        -nan
          24       -0.92       -0.92        -nan
          25       -0.92       -0.92        -nan
          26       -0.92       -0.92        -nan
          27       -0.92       -0.92        -nan
          28       -0.92       -0.92        -nan
          29       -0.92       -0.92        -nan
          30       -0.92       -0.92        -nan
          31       -0.92       -0.92        -nan
          32       -0.92       -0.92        -nan
          33       -0.92       -0.92        -nan
          34       -0.92       -0.92        -nan
          35       -0.92       -0.92        -nan
          36       -0.92       -0.92        -nan
          37       -0.92       -0.92        -nan
          38       -0.92       -0.92        -nan
          39       -0.92       -0.92        -nan
          40       -0.92       -0.92        -nan
          41       -0.92       -0.92        -nan
          42       -0.92       -0.92        -nan
          43       -0.92       -0.92        -nan
          44       -0.92       -0.92        -nan
          45       -0.92       -0.92        -nan
          46       -0.92       -0.92        -nan
          47       -0.92       -0.92        -nan
          48       -0.92       -0.92        -nan
          49       -0.92       -0.92        -nan
          50       -0.92       -0.92        -nan
          51       -0.92       -0.92        -nan
          52       -0.92       -0.92        -nan
          53       -0.92       -0.92        -nan
          54       -0.92       -0.92        -nan
          55       -0.92       -0.92        -nan
          56       -0.92       -0.92        -nan
          57       -0.92       -0.92        -nan
          58       -0.92       -0.92        -nan
          59       -0.92       -0.92        -nan
          60       -0.92       -0.92        -nan
          61       -0.84   -0.918689  0.00131148
          62       -0.84   -0.917419  0.00180977
          63       -0.84    -0.91619  0.00216366
          64       -0.84      -0.915  0.00243975
          65       -0.84   -0.913846  0.00266469
          66       -0.84   -0.912727   0.0028526
          67       -0.84   -0.911642  0.00301209
          68       -0.84   -0.910588  0.00314894
          69       -0.92   -0.910725  0.00310596
          70       -0.92   -0.910857  0.00306414
          71       -0.92   -0.910986  0.00302342
          72       -0.92   -0.911111  0.00298376
          73       -0.92   -0.911233  0.00294512
          74       -0.92   -0.911351  0.00290746
          75       -0.92   -0.911467  0.00287075
          76       -0.92   -0.911579  0.00283495
          77       -0.92   -0.911688  0.00280003
          78       -0.92   -0.911795  0.00276595
          79       -0.92   -0.911899  0.00273269
          80       -0.92      -0.912  0.00270021
          81       -0.84   -0.911111  0.00281091
          82       -0.92    -0.91122  0.00277854
          83       -0.92   -0.911325   0.0027469
          84       -0.92   -0.911429  0.00271596
          85       -0.92   -0.911529  0.00268571
          86       -0.92   -0.911628  0.00265613
          87       -0.92   -0.911724  0.00262718
          88       -0.92   -0.911818  0.00259886
          89       -0.92    -0.91191  0.00257114
          90       -0.92      -0.912  0.00254399
          91       -0.92   -0.912088  0.00251742
          92       -0.92   -0.912174  0.00249139
          93       -0.92   -0.912258  0.00246589
          94       -0.92    -0.91234  0.00244091
          95       -0.92   -0.912421  0.00241642
          96       -0.92     -0.9125  0.00239242
          97       -0.92   -0.912577  0.00236889
          98       -0.92   -0.912653  0.00234582
          99       -0.92   -0.912727  0.00232319
         100       -0.92     -0.9128  0.00230099
         101       -0.92   -0.912871  0.00227921
         102       -0.92   -0.912941  0.00225783
         103       -0.92    -0.91301  0.00223686
         104       -0.92   -0.913077  0.00221626
         105       -0.92   -0.913143  0.00219604
         106       -0.92   -0.913208  0.00217619
         107       -0.92   -0.913271  0.00215669
         108       -0.92   -0.913333  0.00213753
         109       -0.92   -0.913394  0.00211872
         110       -0.92   -0.913455  0.00210023
         111       -0.92   -0.913514  0.00208205
         112       -0.92   -0.913571  0.00206419
         113       -0.92   -0.913628  0.00204664
         114       -0.92   -0.913684  0.00202937
         115       -0.92   -0.913739   0.0020124
         116       -0.92   -0.913793   0.0019957
         117       -0.92   -0.913846  0.00197928
         118       -0.92   -0.913898  0.00196313
         119       -0.92    -0.91395  0.00194724
         120       -0.92      -0.914   0.0019316
         121       -0.92    -0.91405  0.00191622
         122       -0.92   -0.914098  0.00190107
         123       -0.92   -0.914146  0.00188616
         124       -0.92   -0.914194  0.00187148
         125       -0.92    -0.91424  0.00185703
         126       -0.92   -0.914286   0.0018428
         127       -0.92   -0.914331  0.00182879
