0.997939	0
1.00258	0.00464139
0.998446	0.00492621
0.997398	0.00363771
0.998898	0.0031923
0.999582	0.00269471
0.998654	0.00245914
0.998863	0.00213991
0.998566	0.0019105
0.998365	0.00172053
0.998109	0.00157727
0.999018	0.00170257
0.998433	0.00167186
0.997582	0.001766
0.997541	0.00164458
0.997631	0.00154103
0.998164	0.00154234
0.998546	0.00150355
0.998378	0.00143209
0.99815	0.00137764
0.998118	0.0013108
0.998253	0.00125711
0.997894	0.00125363
0.998313	0.00127122
0.998431	0.00122499
0.998728	0.00121391
0.9988	0.00117026
0.998655	0.00113689
0.998739	0.0011002
0.99869	0.00106405
0.998881	0.00104687
0.999074	0.00103168
0.999247	0.00101492
0.999355	0.000990514
0.999455	0.000966946
0.999443	0.000939784
0.999438	0.000914044
0.999416	0.000889924
0.999457	0.000867745
0.999609	0.000859378
0.999605	0.000838166
0.999697	0.000823157
0.999849	0.000818
0.999763	0.000803773
0.999729	0.000786463
0.99952	0.000796968
0.999658	0.000791964
0.999609	0.000776845
0.999709	0.000767312
0.999789	0.000756109
0.999869	0.000745451
0.999834	0.00073182
0.999792	0.000719119
0.999611	0.000728596
0.999749	0.000728433
0.999807	0.000717715
0.999768	0.000706086
0.999793	0.000694243
0.999769	0.000682783
0.999699	0.000674997
0.999694	0.000663859
0.999759	0.00065633
0.999784	0.000646303
0.999952	0.000658058
0.999923	0.000648509
0.999819	0.000647104
0.999822	0.00063738
0.999801	0.000628268
0.999787	0.00061926
0.999804	0.000610585
0.999797	0.000601962
0.999947	0.000611993
1.00003	0.000609863
1	0.000602549
0.999999	0.000594462
1.00006	0.000589463
1.00014	0.000587047
1.00027	0.000593818
1.00028	0.000586437
1.00026	0.000579454
1.00026	0.000572259
1.00032	0.000567981
1.00037	0.000563892
1.00038	0.000557155
1.0004	0.000551025
1.0004	0.000544588
1.00046	0.000541553
1.00041	0.000538019
1.00029	0.000544042
1.00035	0.000540622
1.00026	0.000542113
1.00021	0.000537949
1.00022	0.000532136
1.00024	0.000526967
1.00012	0.000534277
1.00019	0.000532516
1.00019	0.000526998
1.00022	0.000522888
1.00023	0.000517653
1.00019	0.000513766
