1.00152	0
1.00113	0.000387132
1.0013	0.000280748
1.00104	0.000325175
1.00102	0.000253544
1.00075	0.000334205
1.00069	0.000288602
1.00036	0.000420069
1.00024	0.000387168
1.00036	0.000365836
1.00033	0.000332814
1.0004	0.000313589
1.00035	0.00029343
1.00052	0.000321421
1.00047	0.000303385
1.00037	0.000301134
1.0003	0.000292088
1.00035	0.00028054
1.00035	0.00026543
1.00032	0.000253647
1.00035	0.000243181
1.00024	0.000256814
1.00021	0.000246839
1.00007	0.000271652
1.0001	0.000261862
1.00012	0.000252024
1.00003	0.000256596
1.00005	0.000247981
1.00005	0.00023928
1.00004	0.00023176
1.00001	0.000225998
0.999986	0.000219767
0.999992	0.000213094
1.00004	0.000212925
1.0001	0.000214738
1.00011	0.000209114
1.00013	0.000203856
1.00012	0.000198549
1.00011	0.000194063
1.00011	0.000189399
1.00008	0.000187885
1.00005	0.000186505
1.00001	0.000185038
1.00002	0.000180789
0.999979	0.000180313
0.99998	0.000176351
0.999989	0.000172797
1.00004	0.000177068
1.00004	0.000173423
1.00004	0.000169978
1.00002	0.000167275
1.00002	0.000164026
0.999973	0.000168723
0.999934	0.00017001
0.999923	0.000167242
0.999925	0.000164237
0.999915	0.000161663
0.999888	0.00016104
0.999917	0.00016083
0.999912	0.000158198
0.999899	0.000156107
0.999886	0.000154103
0.99986	0.000153928
0.999843	0.000152442
0.999851	0.00015027
0.999866	0.000148733
0.999876	0.000146867
0.999883	0.000144844
0.999913	0.000145934
0.999916	0.000143857
0.999911	0.000141891
0.999924	0.000140473
0.999925	0.000138541
0.999952	0.000139395
0.999929	0.000139427
0.999926	0.00013762
0.999944	0.000136945
0.999959	0.000136098
0.999966	0.000134513
0.999965	0.000132823
0.999987	0.000132904
0.99996	0.000133948
0.999945	0.000133216
0.999936	0.000131882
0.999942	0.000130432
0.999953	0.000129414
0.999945	0.000128153
0.999963	0.000127991
0.999956	0.00012675
0.99995	0.000125481
0.999937	0.000124848
0.99992	0.000124633
0.999908	0.00012385
0.999929	0.000124292
0.99995	0.000124812
0.99995	0.000123505
0.999957	0.000122441
0.999944	0.000121896
0.999961	0.000121804
0.999952	0.000120906
