   2.0222   1.0402
   2.0702   1.0090
   2.0801   1.0252
   2.0801   1.0252
   2.1081   1.0064
   2.1263   1.0359
   2.0900   1.0448
   2.0769   1.0092
   2.0847   1.0580
   2.0847   1.0580
   2.0847   1.0580
   2.0591   1.0172
   2.0518   0.9725
   2.0062   0.9910
   2.0355   0.9543
   2.0038   0.9383
   1.9696   0.9533
   1.9696   0.9533
   1.9510   0.9850
   1.9510   0.9850
   1.9510   0.9850
   1.9202   1.0243
   1.9146   1.0516
   1.8664   1.0508
   1.8611   1.0259
   1.8611   1.0259
   1.8611   1.0259
   1.8796   0.9936
   1.9195   0.9453
   1.9676   0.9272
   2.0004   0.9043
   2.0004   0.9043
   2.0348   0.9071
   2.0348   0.9071
   2.0348   0.9071
   2.0348   0.9071
   2.0334   0.8784
   2.0300   0.8360
   2.0088   0.7976
   2.0524   0.7695
   2.0524   0.7695
   2.0524   0.7695
   2.0352   0.7303
   2.0548   0.6972
   2.0087   0.7270
   2.0193   0.7205
   1.9707   0.7242
   1.9335   0.7002
   1.8880   0.7353
   1.8493   0.7558
   1.8791   0.7115
   1.8640   0.7069
   1.8542   0.6957
   1.8332   0.7364
   1.8181   0.7399
   1.7782   0.7287
   1.7433   0.7754
   1.7433   0.7754
   1.7433   0.7754
   1.7126   0.8233
   1.7126   0.8233
   1.6750   0.8547
   1.6495   0.8570
   1.6677   0.8663
   1.6265   0.8331
   1.5868   0.8727
   1.5891   0.8973
   1.6251   0.8752
   1.5845   0.8868
   1.5845   0.8868
   1.5362   0.8510
   1.5474   0.8373
   1.5231   0.8358
   1.5231   0.8358
   1.4899   0.8249
   1.4687   0.8676
   1.4408   0.8427
   1.4854   0.7999
   1.4891   0.7591
   1.4891   0.7591
   1.4674   0.7386
   1.4270   0.7126
   1.4270   0.7126
   1.4656   0.6802
   1.4257   0.6305
   1.4071   0.6587
   1.3595   0.6464
   1.3595   0.6464
   1.3133   0.6710
   1.3373   0.6619
   1.3053   0.7052
   1.2711   0.7365
   1.2598   0.7666
   1.2446   0.7509
   1.2356   0.7274
   1.2356   0.7274
   1.2189   0.7634
   1.2507   0.7552
   1.2055   0.7114
   1.2055   0.7114
   1.1884   0.7239
   1.2238   0.7061
   1.1911   0.7041
   1.2092   0.6551
   1.2318   0.6525
   1.2064   0.6485
   1.2341   0.6314
   1.2195   0.6675
   1.2136   0.6317
   1.1919   0.6639
   1.1659   0.6784
   1.1631   0.7170
   1.1278   0.7205
   1.1175   0.6787
   1.1575   0.6947
   1.1210   0.7079
   1.1051   0.6749
   1.0923   0.6866
   1.0721   0.7202
   1.0464   0.7026
   1.0571   0.7023
   1.0684   0.6718
   1.0929   0.6533
   1.1139   0.6216
   1.1139   0.6216
   1.1139   0.6216
   1.1144   0.5950
   1.1452   0.5860
   1.1340   0.5982
   1.1272   0.5814
   1.0797   0.6038
   1.0797   0.6038
   1.0797   0.6038
   1.0931   0.5725
   1.0581   0.5573
   1.0459   0.5504
   1.0511   0.5795
   1.0237   0.5811
   1.0119   0.6102
   1.0156   0.6571
   1.0300   0.6809
   1.0064   0.6526
   0.9930   0.6029
   0.9859   0.5596
   0.9993   0.5241
   0.9610   0.4917
   0.9610   0.4917
   0.9610   0.4917
   0.9594   0.4683
   0.9534   0.5129
   0.9446   0.5047
   0.9164   0.5350
   0.9318   0.5140
   0.9410   0.4755
   0.9632   0.5065
   0.9363   0.4643
   0.9356   0.4906
   0.9021   0.5021
   0.9021   0.5021
   0.9210   0.5074
   0.9210   0.5074
   0.8727   0.5042
   0.8741   0.5042
   0.8741   0.5042
   0.8336   0.5460
   0.8336   0.5460
   0.8309   0.5590
   0.8793   0.5840
   0.8395   0.5749
   0.8395   0.5749
   0.7955   0.5745
   0.7461   0.5438
   0.7619   0.5680
   0.7768   0.5357
   0.7950   0.5591
   0.8333   0.5420
   0.8616   0.5099
   0.8716   0.4904
   0.8491   0.4951
   0.8416   0.5005
   0.8885   0.4957
   0.9053   0.5271
   0.8746   0.5526
   0.8781   0.5159
   0.9175   0.5327
   0.9082   0.5180
   0.8945   0.5324
   0.8945   0.5324
   0.8656   0.5202
   0.8240   0.5592
   0.8569   0.5639
   0.8748   0.5477
   0.8621   0.5141
   0.8260   0.5042
   0.7934   0.5011
   0.7934   0.5011
   0.8004   0.5153
   0.8004   0.5153
   0.7803   0.4813
   0.7422   0.4787
   0.7422   0.4787
   0.7761   0.5179
   0.7761   0.5179
   0.7761   0.5179
   0.7815   0.5546
   0.7671   0.5744
   0.7671   0.5744
   0.7888   0.5807
   0.8237   0.6245
   0.7800   0.6138
   0.7607   0.6305
   0.7416   0.6359
   0.7429   0.6321
   0.7237   0.6025
   0.7355   0.5771
   0.7247   0.6000
   0.6932   0.6038
   0.7036   0.5804
   0.7059   0.5659
   0.6882   0.5500
   0.7116   0.5199
   0.6716   0.5063
   0.6251   0.5359
   0.6418   0.5338
   0.5994   0.5830
   0.5873   0.5941
   0.5873   0.5941
   0.5915   0.5694
   0.6123   0.5878
   0.6273   0.6020
   0.6582   0.6515
   0.6302   0.6569
   0.6631   0.6735
   0.6631   0.6735
   0.6216   0.6750
   0.6216   0.6750
   0.6689   0.6376
   0.7099   0.5981
   0.6732   0.5486
   0.6769   0.5943
   0.6769   0.5943
   0.6769   0.5943
   0.6834   0.5577
   0.6834   0.5577
   0.6350   0.5420
   0.6132   0.5700
   0.6418   0.5431
   0.6418   0.5431
   0.6245   0.5547
   0.6718   0.5406
   0.7015   0.5708
   0.7015   0.5708
   0.6902   0.5531
   0.7400   0.5196
   0.7692   0.5655
   0.7715   0.5823
   0.7715   0.5823
   0.7584   0.5931
   0.7861   0.6368
   0.7861   0.6368
   0.7526   0.6732
   0.7354   0.6518
   0.7353   0.6733
   0.7087   0.7196
   0.6805   0.7363
   0.7110   0.7221
   0.6969   0.7103
   0.6821   0.7201
   0.6735   0.7496
   0.6492   0.7902
   0.6988   0.7710
   0.6664   0.7760
   0.6664   0.7760
   0.6285   0.8173
   0.6285   0.8173
   0.6285   0.8173
   0.5964   0.7798
   0.5847   0.8284
   0.5847   0.8284
   0.6153   0.7905
   0.6102   0.7864
   0.6102   0.7864
   0.6523   0.7679
   0.6798   0.8032
   0.7215   0.7583
   0.6947   0.7640
   0.6947   0.7640
   0.6649   0.7529
   0.7144   0.7823
   0.6966   0.7329
   0.6804   0.6928
   0.6804   0.6928
   0.6804   0.6928
   0.7201   0.7004
   0.7067   0.7227
   0.7051   0.7525
   0.6834   0.8021
   0.6723   0.8050
   0.6350   0.7693
   0.6746   0.7598
   0.6723   0.7192
   0.7191   0.6920
   0.7071   0.7334
   0.7221   0.6896
   0.7221   0.6896
   0.7170   0.6500
   0.7495   0.6937
   0.7857   0.7153
   0.8198   0.7105
   0.7798   0.7069
   0.8213   0.6810
   0.8416   0.6723
   0.8905   0.6278
   0.8467   0.5957
   0.8425   0.6432
   0.7991   0.6189
   0.8335   0.6465
   0.8028   0.6267
   0.8068   0.6062
   0.8068   0.6062
   0.8375   0.6287
   0.7950   0.6363
   0.7919   0.6449
   0.7919   0.6449
   0.7600   0.6583
   0.7300   0.6706
   0.7800   0.6748
   0.7800   0.6748
   0.7800   0.6748
   0.7581   0.6887
   0.8014   0.6654
   0.8171   0.6756
   0.7740   0.6795
   0.8076   0.7131
   0.8421   0.6870
   0.8485   0.7365
   0.8080   0.7003
   0.8146   0.7114
   0.8146   0.7114
   0.8241   0.6785
   0.7755   0.6438
   0.7755   0.6438
   0.8198   0.6132
   0.7914   0.6605
   0.7914   0.6605
   0.7542   0.6493
   0.7790   0.6023
   0.7983   0.5712
   0.7756   0.5294
   0.7756   0.5294
   0.7817   0.4976
   0.7892   0.5133
   0.7823   0.5348
   0.7823   0.5348
   0.7938   0.5250
   0.8079   0.5324
   0.8299   0.5253
   0.8299   0.5253
   0.8299   0.5253
   0.8299   0.5253
   0.8232   0.5489
   0.7759   0.5030
   0.8124   0.5241
   0.8124   0.5241
   0.8124   0.5241
   0.8457   0.5480
   0.8041   0.5660
   0.8041   0.5660
   0.8041   0.5660
   0.7547   0.5940
   0.7793   0.5802
   0.7846   0.6009
   0.7984   0.6262
   0.7750   0.6471
   0.7818   0.6346
   0.7987   0.6743
   0.8008   0.6417
   0.8241   0.6086
   0.7884   0.6025
   0.8304   0.6363
   0.7974   0.5877
   0.7974   0.5877
   0.7521   0.5733
   0.7521   0.5733
   0.7618   0.5779
   0.7618   0.5779
   0.7424   0.5567
   0.7050   0.5985
   0.7050   0.5985
   0.7050   0.5985
   0.7249   0.5734
   0.7256   0.5862
   0.7593   0.6340
   0.7971   0.6133
   0.7517   0.6534
   0.7585   0.6309
   0.8084   0.6335
   0.8057   0.6221
   0.8174   0.5941
   0.8272   0.6018
   0.8409   0.6136
   0.8114   0.6244
   0.8114   0.6244
   0.8288   0.6329
   0.8288   0.6329
   0.8324   0.6123
   0.8324   0.6123
   0.8324   0.6123
   0.8702   0.5792
   0.8648   0.6072
   0.8644   0.6119
   0.8433   0.5795
   0.8029   0.5861
   0.8029   0.5861
   0.8029   0.5861
   0.8452   0.6198
   0.8826   0.6214
   0.8497   0.5832
   0.8316   0.5795
   0.8316   0.5795
   0.8295   0.6033
   0.8529   0.6056
   0.8298   0.6248
   0.8000   0.6434
   0.8266   0.6009
   0.7780   0.6433
   0.8180   0.6289
   0.8167   0.6237
   0.7689   0.6380
   0.7730   0.6322
   0.7730   0.6322
   0.7730   0.6322
   0.7685   0.6818
   0.7383   0.6599
   0.7248   0.7097
   0.7135   0.7038
   0.7135   0.7038
   0.7135   0.7038
   0.7135   0.7038
   0.7209   0.7000
   0.7131   0.6540
   0.7131   0.6540
   0.7577   0.6944
   0.7757   0.6854
   0.7660   0.6704
   0.7312   0.6346
   0.7667   0.5889
   0.8100   0.6353
   0.7824   0.6336
   0.7472   0.6290
   0.7832   0.6541
   0.7832   0.6541
   0.7832   0.6541
   0.7832   0.6541
   0.7832   0.6541
   0.7832   0.6541
   0.7832   0.6541
   0.7832   0.6541
   0.7832   0.6541
   0.7881   0.6102
   0.7469   0.6260
   0.7185   0.5911
   0.7258   0.6323
   0.7258   0.6323
   0.7043   0.6683
   0.6866   0.6341
   0.7216   0.6758
   0.7168   0.6519
   0.7168   0.6519
   0.7416   0.6592
   0.7501   0.6249
   0.7501   0.6249
   0.7501   0.6249
   0.7501   0.6249
   0.7963   0.5959
   0.7963   0.5959
   0.8351   0.5923
   0.8382   0.6188
   0.7888   0.5902
   0.7985   0.5840
   0.8383   0.6083
   0.8383   0.6083
   0.8383   0.6083
   0.8383   0.6083
   0.8383   0.6083
   0.8383   0.6083
   0.8321   0.5971
   0.8181   0.6043
   0.8181   0.6043
   0.7878   0.6372
   0.7878   0.6372
   0.8228   0.6406
   0.8126   0.6323
   0.8195   0.6117
   0.8195   0.6117
   0.8195   0.6117
   0.8259   0.5974
   0.8259   0.5974
   0.8044   0.5876
   0.8415   0.5872
   0.8415   0.5872
   0.8415   0.5872
   0.7924   0.5743
   0.7924   0.5743
   0.8260   0.5740
   0.8393   0.5741
   0.8393   0.5741
   0.8327   0.5836
   0.8327   0.5836
   0.8327   0.5836
   0.8158   0.6332
   0.8158   0.6332
   0.8158   0.6332
