    0.2018   -0.1485    0.0032
    0.2018   -0.2374    0.0023
    0.2018   -0.2927    0.0014
    0.2018   -0.2791    0.0013
    0.2018   -0.2046    0.0013
    0.2018   -0.1631    0.0021
    0.2018   -0.1631    0.0021
    0.2018   -0.1631    0.0021
    0.2018   -0.0777    0.0027
    0.2018   -0.2329    0.0017
    0.2018   -0.2230    0.0019
    0.2018   -0.3184    0.0015
    0.2018   -0.2577    0.0016
    0.2018   -0.1235    0.0026
    0.2018   -0.2075    0.0019
    0.2018   -0.0763    0.0032
    0.2018   -0.1823    0.0021
    0.2018   -0.2479    0.0022
    0.2018   -0.2479    0.0022
    0.2018   -0.2450    0.0019
    0.2018   -0.2450    0.0019
    0.2018   -0.2719    0.0019
    0.2018   -0.2717    0.0018
    0.2018   -0.2717    0.0018
    0.2018   -0.3892    0.0012
    0.1412   -0.3892    0.0012
    0.1412   -0.4088    0.0012
    0.1412   -0.4110    0.0009
    0.1412   -0.4221    0.0010
    0.1412   -0.4221    0.0010
    0.1412   -0.4298    0.0008
    0.1412   -0.3903    0.0014
    0.1412   -0.4200    0.0010
    0.1412   -0.3827    0.0014
    0.1412   -0.4137    0.0010
    0.1412   -0.3850    0.0014
    0.1412   -0.2963    0.0019
    0.1412   -0.2272    0.0023
    0.1412   -0.2534    0.0023
    0.1412   -0.2795    0.0022
    0.1412   -0.2331    0.0020
    0.1412   -0.3126    0.0018
    0.1412   -0.3821    0.0012
    0.1412   -0.3060    0.0017
    0.1412   -0.3141    0.0014
    0.1412   -0.2878    0.0020
    0.1412   -0.3322    0.0015
    0.1412   -0.3322    0.0015
    0.1412   -0.3203    0.0019
    0.1412   -0.4101    0.0011
    0.1412   -0.4055    0.0012
    0.1412   -0.3747    0.0012
    0.1412   -0.3114    0.0018
    0.1412   -0.2959    0.0021
    0.1412   -0.2932    0.0021
    0.1412   -0.2932    0.0021
    0.1412   -0.3371    0.0019
    0.1412   -0.3371    0.0019
    0.0989   -0.2343    0.0026
    0.0989   -0.2281    0.0028
    0.0989   -0.2281    0.0028
    0.0989   -0.3463    0.0018
    0.0989   -0.3463    0.0018
    0.0989   -0.3463    0.0018
    0.0989   -0.4106    0.0012
    0.0989   -0.4261    0.0009
    0.0989   -0.4261    0.0009
    0.0989   -0.4321    0.0008
    0.0989   -0.4422    0.0009
    0.0989   -0.4427    0.0008
    0.0989   -0.4383    0.0007
    0.0989   -0.4310    0.0008
    0.0989   -0.4312    0.0008
    0.0989   -0.4228    0.0009
    0.0989   -0.4196    0.0008
    0.0989   -0.4212    0.0008
    0.0989   -0.4030    0.0007
    0.0989   -0.4006    0.0009
    0.0989   -0.3951    0.0010
    0.0989   -0.3700    0.0014
    0.0989   -0.3373    0.0017
    0.0989   -0.2918    0.0017
    0.0989   -0.2989    0.0016
    0.0989   -0.3101    0.0014
    0.0989   -0.3033    0.0013
    0.0989   -0.2925    0.0011
    0.0989   -0.2925    0.0011
    0.0989   -0.2843    0.0013
    0.0989   -0.3210    0.0013
    0.0989   -0.3428    0.0010
    0.0989   -0.3779    0.0009
    0.0989   -0.3544    0.0011
    0.0989   -0.3795    0.0010
    0.0989   -0.3795    0.0010
    0.0692   -0.3450    0.0010
    0.0692   -0.3450    0.0010
    0.0692   -0.3881    0.0009
    0.0692   -0.4141    0.0007
    0.0692   -0.3570    0.0013
    0.0692   -0.3874    0.0009
    0.0692   -0.3874    0.0009
    0.0692   -0.3874    0.0009
    0.0692   -0.3712    0.0010
    0.0692   -0.3712    0.0010
    0.0692   -0.3155    0.0014
    0.0692   -0.3126    0.0012
    0.0692   -0.3227    0.0012
    0.0692   -0.3227    0.0012
    0.0692   -0.3178    0.0013
    0.0692   -0.3454    0.0012
    0.0692   -0.3968    0.0009
    0.0692   -0.3968    0.0009
    0.0692   -0.3735    0.0012
    0.0692   -0.3463    0.0017
    0.0692   -0.4201    0.0010
    0.0692   -0.4311    0.0009
    0.0692   -0.4311    0.0009
    0.0692   -0.4337    0.0007
    0.0692   -0.4393    0.0011
    0.0692   -0.4393    0.0011
    0.0692   -0.4212    0.0013
    0.0692   -0.4231    0.0009
    0.0692   -0.4149    0.0011
    0.0692   -0.3814    0.0013
    0.0692   -0.3652    0.0014
    0.0692   -0.3783    0.0016
    0.0692   -0.3822    0.0015
    0.0692   -0.3770    0.0013
    0.0692   -0.3572    0.0017
    0.0692   -0.3257    0.0020
    0.0692   -0.3440    0.0020
    0.0692   -0.3366    0.0021
    0.0692   -0.3366    0.0021
    0.0484   -0.3120    0.0022
    0.0484   -0.3120    0.0022
    0.0484   -0.3120    0.0022
    0.0484   -0.3196    0.0018
    0.0484   -0.3001    0.0017
    0.0484   -0.3001    0.0017
    0.0484   -0.3209    0.0020
    0.0484   -0.3203    0.0017
    0.0484   -0.3203    0.0017
    0.0484   -0.3376    0.0019
    0.0484   -0.3200    0.0023
    0.0484   -0.3575    0.0019
    0.0484   -0.3514    0.0022
    0.0484   -0.3514    0.0022
    0.0484   -0.3505    0.0016
    0.0484   -0.3337    0.0025
    0.0484   -0.3705    0.0016
    0.0484   -0.3835    0.0013
    0.0484   -0.3835    0.0013
    0.0484   -0.3835    0.0013
    0.0484   -0.3978    0.0012
    0.0484   -0.3785    0.0016
    0.0484   -0.3598    0.0018
    0.0484   -0.3216    0.0022
    0.0484   -0.3167    0.0021
    0.0484   -0.3346    0.0016
    0.0484   -0.3516    0.0018
    0.0484   -0.3699    0.0015
    0.0484   -0.4007    0.0012
    0.0484   -0.3736    0.0015
    0.0484   -0.4048    0.0013
    0.0484   -0.4048    0.0013
    0.0484   -0.4175    0.0008
    0.0484   -0.4094    0.0012
    0.0484   -0.3933    0.0017
    0.0484   -0.3863    0.0020
    0.0484   -0.3998    0.0014
    0.0484   -0.4088    0.0018
    0.0484   -0.4103    0.0016
    0.0484   -0.4122    0.0013
    0.0484   -0.4331    0.0008
    0.0484   -0.4301    0.0013
    0.0339   -0.4446    0.0009
    0.0339   -0.4323    0.0012
    0.0339   -0.4429    0.0008
    0.0339   -0.4440    0.0009
    0.0339   -0.4440    0.0009
    0.0339   -0.4368    0.0010
    0.0339   -0.4400    0.0009
    0.0339   -0.4379    0.0010
    0.0339   -0.4379    0.0010
    0.0339   -0.4291    0.0010
    0.0339   -0.4153    0.0011
    0.0339   -0.4225    0.0013
    0.0339   -0.4225    0.0013
    0.0339   -0.4225    0.0013
    0.0339   -0.4136    0.0011
    0.0339   -0.4268    0.0013
    0.0339   -0.4165    0.0013
    0.0339   -0.4181    0.0013
    0.0339   -0.3875    0.0021
    0.0339   -0.3991    0.0016
    0.0339   -0.3355    0.0031
    0.0339   -0.4002    0.0019
    0.0339   -0.3898    0.0018
    0.0339   -0.3898    0.0018
    0.0339   -0.4145    0.0016
    0.0339   -0.4366    0.0009
    0.0339   -0.4366    0.0009
    0.0339   -0.4420    0.0008
    0.0339   -0.4326    0.0010
    0.0339   -0.4326    0.0010
    0.0339   -0.4319    0.0008
    0.0339   -0.4414    0.0007
    0.0339   -0.4261    0.0009
    0.0339   -0.3679    0.0014
    0.0339   -0.3679    0.0014
    0.0339   -0.2870    0.0021
    0.0339   -0.3351    0.0020
    0.0339   -0.3769    0.0015
    0.0339   -0.3769    0.0015
    0.0339   -0.3563    0.0016
    0.0339   -0.3740    0.0015
    0.0339   -0.3529    0.0016
    0.0339   -0.3529    0.0016
    0.0339   -0.3529    0.0016
    0.0339   -0.3529    0.0016
    0.0237   -0.3965    0.0012
    0.0237   -0.3044    0.0023
    0.0237   -0.3513    0.0017
    0.0237   -0.3513    0.0017
    0.0237   -0.3513    0.0017
    0.0237   -0.3881    0.0013
    0.0237   -0.4219    0.0011
    0.0237   -0.4219    0.0011
    0.0237   -0.4219    0.0011
    0.0237   -0.4330    0.0008
    0.0237   -0.4312    0.0009
    0.0237   -0.4408    0.0007
    0.0237   -0.4441    0.0007
    0.0237   -0.4358    0.0010
    0.0237   -0.4408    0.0009
    0.0237   -0.4214    0.0016
    0.0237   -0.4410    0.0010
    0.0237   -0.4411    0.0009
    0.0237   -0.4416    0.0008
    0.0237   -0.4378    0.0011
    0.0237   -0.4374    0.0009
    0.0237   -0.4374    0.0009
    0.0237   -0.4216    0.0009
    0.0237   -0.4216    0.0009
    0.0237   -0.4275    0.0008
    0.0237   -0.4275    0.0008
    0.0237   -0.4044    0.0012
    0.0237   -0.4089    0.0009
    0.0237   -0.4089    0.0009
    0.0237   -0.4089    0.0009
    0.0237   -0.4111    0.0011
    0.0237   -0.4172    0.0008
    0.0237   -0.4380    0.0008
    0.0237   -0.4433    0.0008
    0.0237   -0.4290    0.0009
    0.0237   -0.4375    0.0008
    0.0237   -0.4431    0.0009
    0.0237   -0.4460    0.0008
    0.0237   -0.4393    0.0008
    0.0237   -0.4400    0.0009
    0.0237   -0.4384    0.0009
    0.0237   -0.4440    0.0009
    0.0237   -0.4440    0.0009
    0.0237   -0.4395    0.0009
    0.0237   -0.4395    0.0009
    0.0237   -0.4392    0.0009
    0.0237   -0.4392    0.0009
    0.0237   -0.4392    0.0009
    0.0166   -0.4135    0.0011
    0.0166   -0.4290    0.0009
    0.0166   -0.4308    0.0010
    0.0166   -0.4257    0.0009
    0.0166   -0.4380    0.0009
    0.0166   -0.4380    0.0009
    0.0166   -0.4380    0.0009
    0.0166   -0.4346    0.0011
    0.0166   -0.4157    0.0012
    0.0166   -0.4265    0.0011
    0.0166   -0.4300    0.0010
    0.0166   -0.4300    0.0010
    0.0166   -0.4401    0.0008
    0.0166   -0.4329    0.0009
    0.0166   -0.4395    0.0009
    0.0166   -0.4397    0.0011
    0.0166   -0.4395    0.0009
    0.0166   -0.4374    0.0010
    0.0166   -0.4429    0.0009
    0.0166   -0.4433    0.0009
    0.0166   -0.4377    0.0009
    0.0166   -0.4407    0.0007
    0.0166   -0.4407    0.0007
    0.0166   -0.4407    0.0007
    0.0166   -0.4202    0.0011
    0.0166   -0.4212    0.0009
    0.0166   -0.3918    0.0014
    0.0166   -0.3928    0.0016
    0.0166   -0.3928    0.0016
    0.0166   -0.3928    0.0016
    0.0166   -0.3928    0.0016
    0.0166   -0.3969    0.0013
    0.0166   -0.4138    0.0009
    0.0166   -0.4138    0.0009
    0.0166   -0.4101    0.0014
    0.0166   -0.4175    0.0012
    0.0166   -0.4252    0.0011
    0.0166   -0.4271    0.0007
    0.0166   -0.4354    0.0007
    0.0166   -0.4411    0.0010
    0.0166   -0.4412    0.0008
    0.0166   -0.4343    0.0007
    0.0166   -0.4361    0.0010
    0.0166   -0.4361    0.0010
    0.0166   -0.4361    0.0010
    0.0166   -0.4361    0.0010
    0.0166   -0.4361    0.0010
    0.0166   -0.4361    0.0010
    0.0166   -0.4361    0.0010
    0.0166   -0.4361    0.0010
    0.0166   -0.4361    0.0010
    0.0116   -0.4425    0.0007
    0.0116   -0.4339    0.0008
    0.0116   -0.4151    0.0008
    0.0116   -0.4242    0.0007
    0.0116   -0.4242    0.0007
    0.0116   -0.4053    0.0009
    0.0116   -0.4000    0.0008
    0.0116   -0.4115    0.0010
    0.0116   -0.4145    0.0009
    0.0116   -0.4145    0.0009
    0.0116   -0.4251    0.0010
    0.0116   -0.4368    0.0007
    0.0116   -0.4368    0.0007
    0.0116   -0.4368    0.0007
    0.0116   -0.4368    0.0007
    0.0116   -0.4414    0.0007
    0.0116   -0.4414    0.0007
    0.0116   -0.4346    0.0009
    0.0116   -0.4385    0.0010
    0.0116   -0.4383    0.0008
    0.0116   -0.4365    0.0009
    0.0116   -0.4397    0.0008
    0.0116   -0.4397    0.0008
    0.0116   -0.4397    0.0008
    0.0116   -0.4397    0.0008
    0.0116   -0.4397    0.0008
    0.0116   -0.4397    0.0008
    0.0116   -0.4367    0.0009
    0.0116   -0.4424    0.0008
    0.0116   -0.4424    0.0008
    0.0116   -0.4394    0.0009
    0.0116   -0.4394    0.0009
    0.0116   -0.4371    0.0010
    0.0116   -0.4407    0.0010
    0.0116   -0.4450    0.0007
    0.0116   -0.4450    0.0007
    0.0116   -0.4450    0.0007
    0.0116   -0.4384    0.0009
    0.0116   -0.4384    0.0009
    0.0116   -0.4376    0.0008
    0.0116   -0.4314    0.0010
    0.0116   -0.4314    0.0010
    0.0116   -0.4314    0.0010
    0.0116   -0.4301    0.0009
    0.0116   -0.4301    0.0009
    0.0116   -0.4261    0.0010
    0.0116   -0.4241    0.0009
    0.0116   -0.4241    0.0009
    0.0116   -0.4304    0.0008
    0.0116   -0.4304    0.0008
    0.0116   -0.4304    0.0008
    0.0116   -0.4410    0.0010
    0.0116   -0.4410    0.0010
    0.0116   -0.4410    0.0010
