           1     2.21684     2.21684           0
           2     2.26044     2.23864    0.021805
           3     2.22833      2.2352   0.0130498
           4     2.08913     2.19868   0.0376673
           5      2.2382     2.20659   0.0302282
           6     2.14057     2.19558   0.0270229
           7     2.13856     2.18744   0.0242478
           8     2.15431      2.1833   0.0214035
           9      2.2204     2.18742   0.0193212
          10     2.21209     2.18989   0.0174567
          11     2.09883     2.18161   0.0178284
          12     2.13074     2.17737   0.0168182
          13     2.08067     2.16993   0.0171658
          14     2.21938     2.17346   0.0162802
          15     2.16845     2.17313   0.0151597
          16     2.24613     2.17769   0.0148966
          17     2.22594     2.18053   0.0142778
          18     2.21869     2.18265   0.0136272
          19      2.2018     2.18366   0.0129294
          20     2.16379     2.18267   0.0123061
          21     2.16978     2.18205   0.0117215
          22     2.12087     2.17927   0.0115169
          23     2.11713     2.17657   0.0113316
          24     2.28381     2.18104   0.0117334
          25     2.15062     2.17982   0.0113199
          26     2.15183     2.17874    0.010929
          27     2.23124     2.18069   0.0106947
          28     2.14305     2.17934   0.0103929
          29     2.21717     2.18065   0.0101126
          30     2.18453     2.18078  0.00977056
          31     2.10107     2.17821  0.00979363
          32     2.11873     2.17635  0.00966307
          33     2.17507     2.17631  0.00936576
          34     2.14352     2.17534  0.00913714
          35     2.16369     2.17501  0.00887848
          36     2.17047     2.17489  0.00862925
          37     2.16671     2.17466   0.0083957
          38     2.20128     2.17537  0.00820174
          39     2.13526     2.17434  0.00805457
          40     2.16819     2.17418  0.00785213
          41     2.25955     2.17627  0.00793622
          42     2.21265     2.17713  0.00779325
          43     2.17524     2.17709  0.00760999
          44     2.13896     2.17622  0.00748536
          45     2.12575      2.1751  0.00740259
          46     2.27871     2.17735  0.00758216
          47     2.29129     2.17978   0.0078051
          48     2.20639     2.18033  0.00766085
          49     2.11013      2.1789  0.00763844
          50     2.19298     2.17918  0.00748941
          51     2.15559     2.17872  0.00735564
          52     2.13309     2.17784  0.00726597
          53     2.13092     2.17695  0.00718233
          54     2.19145     2.17722  0.00705318
          55     2.30849     2.17961  0.00732353
          56      2.1799     2.17961  0.00719157
          57     2.07955     2.17786  0.00727913
          58     2.25642     2.17921  0.00727965
          59     2.19724     2.17952  0.00716173
          60     2.09998     2.17819  0.00716507
          61     2.11283     2.17712  0.00712763
          62     2.29513     2.17903  0.00726548
          63     2.11999     2.17809  0.00721037
          64     2.06685     2.17635  0.00730655
          65     2.10049     2.17518  0.00728733
          66     2.15732     2.17491  0.00718116
          67     2.15021     2.17454  0.00708278
          68     2.17692     2.17458  0.00697793
          69     2.18095     2.17467  0.00687668
          70     2.14591     2.17426  0.00679017
          71      2.2384     2.17516  0.00675453
          72     2.20815     2.17562   0.0066758
          73     2.09669     2.17454   0.0066719
          74     2.23902     2.17541  0.00663855
          75     2.12649     2.17476  0.00658184
          76     2.17222     2.17473  0.00649474
          77       2.154     2.17446  0.00641549
          78     2.11412     2.17368  0.00637977
          79     2.15548     2.17345  0.00630271
          80     2.20074     2.17379  0.00623277
          81      2.1438     2.17342  0.00616647
          82     2.13853       2.173  0.00610566
          83     2.05459     2.17157  0.00619805
          84     2.10387     2.17077  0.00617663
          85     2.21271     2.17126  0.00612345
          86     2.12753     2.17075  0.00607315
          87     2.22176     2.17134   0.0060315
          88     2.16354     2.17125  0.00596323
          89     2.25751     2.17222  0.00597497
          90     2.17221     2.17222  0.00590821
          91     2.23185     2.17287  0.00587956
          92     2.24717     2.17368  0.00587111
          93     2.17253     2.17367  0.00580765
          94     2.23602     2.17433  0.00578369
          95     2.19272     2.17452  0.00572576
          96     2.12332     2.17399  0.00569085
          97     2.10231     2.17325  0.00568016
          98     2.22153     2.17374  0.00564343
          99     2.20371     2.17405  0.00559433
         100      2.1179     2.17349  0.00556649
